#{"t_start": 1775745578.0254052, "env_id": "None"}
87.45,47,41.517364
84.35,47,41.565155
94.9,47,41.614081
64.085466,47,41.657175
56.064832,47,41.695949
-1710.917792,47,41.742366
54.239995,47,41.783149
75.8,47,41.826053
22.8,47,41.869799
-33.006518,47,41.919439
26.35,47,41.963036
13.25,47,42.003979
20.65,47,42.04227
19.5,47,42.091537
18.3,47,42.138789
10.313786,47,42.180511
13.65,47,42.22322
-10.243175,47,42.270249
11.1,47,42.31086
13.2,47,42.351551
4.343482,47,42.396794
18.75,47,42.446327
5.179496,47,42.490644
7.628812,47,42.532253
13.2,47,42.572922
10.557412,47,42.627281
12.3,47,42.670975
11.85,47,42.714076
37.15,47,42.756342
13.65,47,42.805
-50.719219,47,42.844965
18.0,47,42.889707
11.2,47,42.929697
45.4,47,42.976006
50.15,47,43.019861
28.15,47,43.059571
32.3,47,43.100273
17.65,47,43.148745
56.35,47,43.193025
58.3,47,43.234951
-502.212118,47,43.277165
11.85,47,43.324159
-610.790261,47,43.36615
-963.207915,47,43.414201
81.25,47,43.457405
32.55,47,43.501856
61.05,47,43.544366
89.3,47,43.587262
-52.753834,47,43.628215
12.1,47,43.679244
-90.926352,47,43.721879
23.1,47,43.764201
28.95,47,43.807169
6.1,47,43.851618
31.45,47,43.893146
14.582376,47,43.938253
12.3,47,43.979395
48.5,47,44.027377
11.45,47,44.069841
12.35,47,44.109543
12.3,47,44.148374
13.65,47,44.201358
35.0,47,44.244913
-114.495877,47,44.286172
35.9,47,44.328803
11.25,47,44.373214
25.9,47,44.411645
-14.511222,47,44.460494
23.072616,47,44.501523
26.3,47,44.552639
11.7,47,44.591844
13.65,47,44.634787
15.45,47,44.674909
-416.50252,47,44.728226
70.0,47,44.770413
21.35,47,44.813251
14.35,47,44.853311
24.35,47,44.899706
10.2,47,44.941268
11.2,47,44.985639
62.8,47,45.028846
17.05,47,45.079848
-138.939126,47,45.120695
-22.303368,47,45.160165
51.25,47,45.199421
63.9,47,45.249145
74.4,47,45.291399
-29.380281,47,45.33529
-36.078291,47,45.374306
-81.889803,47,45.420329
-14.832247,47,45.460501
15.811856,47,45.507263
28.5,47,45.549274
-12.618022,47,45.596169
-10.11814,47,45.641113
11.9,47,45.681571
11.069905,47,45.720523
10.986695,47,45.773217
0.490337,47,45.816844
5.389668,47,45.861741
21.0,47,45.903097
13.65,47,45.948243
9.645882,47,45.98769
33.15,47,46.035136
50.2,47,46.077212
30.0,47,46.123001
45.05,47,46.166285
87.6,47,46.208682
49.0,47,46.249934
136.0,47,46.299795
53.9,47,46.342182
31.3,47,46.387396
29.175881,47,46.427347
41.4,47,46.47396
42.95,47,46.519631
50.75,47,46.563363
31.45,47,46.605083
36.5,47,46.654007
42.307552,47,46.694343
53.095127,47,46.734939
42.459721,47,46.777217
13.22812,47,46.825011
43.8,47,46.868202
56.9,47,46.912362
60.05,47,46.951632
53.3,47,46.997478
62.25,47,47.041839
90.7,47,47.087144
85.6,47,47.128251
102.55,47,47.174129
64.25,47,47.217226
-83.187618,47,47.255756
-1310.299537,47,47.298464
64.139995,47,47.346368
60.85,47,47.390367
38.9,47,47.434107
28.17924,47,47.473282
41.65,47,47.517251
-2.141396,47,47.566351
36.85,47,47.60822
26.95,47,47.650431
32.3,47,47.696979
18.301249,47,47.738893
23.75,47,47.780692
22.0,47,47.827275
17.5,47,47.873963
-61.726547,47,47.920339
-0.606518,47,47.961164
-22.718045,47,47.998596
20.4,47,48.045054
18.828812,47,48.092062
27.6,47,48.135961
14.1,47,48.177698
-205.418689,47,48.224318
-83.936137,47,48.266038
40.3,47,48.307705
13.65,47,48.352402
-112.207981,47,48.401886
42.661294,47,48.44539
21.55,47,48.486029
58.25,47,48.527307
50.4,47,48.576786
34.25,47,48.624181
59.8,47,48.668234
32.206123,47,48.710243
54.3,47,48.755444
65.85,47,48.79919
-527.894299,47,48.842895
14.05,47,48.886074
-826.665998,47,48.931565
-1067.460761,47,48.976105
85.6,47,49.017714
72.5,47,49.059598
63.45,47,49.107461
84.55,47,49.148771
-38.302232,47,49.191229
24.6,47,49.236081
11.2,47,49.282346
22.6,47,49.324082
-13.14035,47,49.371523
11.647282,47,49.41075
-18.459272,47,49.458172
-34.451735,47,49.501659
-20.481213,47,49.541306
61.6,47,49.583272
20.6,47,49.638729
9.0,47,49.680248
16.983297,47,49.722907
24.491632,47,49.765192
42.3158,47,49.810296
-23.185964,47,49.85136
70.3,47,49.89433
21.3,47,49.935512
35.9,47,49.9851
9.85,47,50.026185
48.35,47,50.071292
32.75,47,50.111253
16.9,47,50.160447
1.557442,47,50.202912
17.95,47,50.245951
-409.962956,47,50.286085
64.8,47,50.331749
31.15,47,50.376123
21.65,47,50.421542
35.65,47,50.465309
14.7,47,50.515072
21.3,47,50.558355
76.9,47,50.601923
10.8,47,50.641278
-633.302429,47,50.691525
-130.599341,47,50.732131
38.75,47,50.776293
81.8,47,50.816222
78.85,47,50.86336
18.759165,47,50.905209
13.9,47,50.951332
14.12932,47,50.991566
-26.237341,47,51.042228
24.672278,47,51.084476
26.5,47,51.121408
12.194772,47,51.160895
-21.845113,47,51.214461
20.8,47,51.257479
15.519905,47,51.299244
21.536695,47,51.340164
21.590337,47,51.387683
5.589668,47,51.42969
14.15,47,51.471506
26.25,47,51.5163
22.813084,47,51.565213
34.0,47,51.607584
46.4,47,51.647831
32.25,47,51.688329
59.8,47,51.739726
87.35,47,51.784967
64.3,47,51.827324
124.85,47,51.867739
62.75,47,51.916172
4.629304,47,51.957705
34.225881,47,52.003947
46.5,47,52.046952
33.65,47,52.095319
46.3,47,52.137274
34.05,47,52.18068
36.3,47,52.219888
46.607552,47,52.272922
60.799137,47,52.314134
51.2,47,52.359305
13.22812,47,52.398157
55.05,47,52.445354
65.4,47,52.487325
76.0,47,52.534958
38.15,47,52.576901
65.5,47,52.62222
83.5,47,52.666299
88.8,47,52.706734
88.5,47,52.747196
53.25,47,52.801203
64.1,47,52.844997
-1286.754142,47,52.89023
52.989995,47,52.929497
76.35,47,52.975986
36.15,47,53.022347
17.82924,47,53.066438
28.8,47,53.108243
23.55,47,53.154311
34.45,47,53.196229
26.5,47,53.237292
27.8,47,53.28099
21.251249,47,53.328737
27.4,47,53.373011
12.7,47,53.413094
23.1,47,53.453996
12.25,47,53.500688
6.480492,47,53.547247
31.55,47,53.591839
-101.461265,47,53.635049
-60.604372,47,53.680354
21.55,47,53.722912
16.15,47,53.766511
13.65,47,53.811388
-182.95977,47,53.858776
-4.309371,47,53.902951
1.04705,47,53.944335
19.05,47,53.983194
74.4,47,54.033085
30.25,47,54.079515
54.05,47,54.122235
45.7,47,54.160751
7.03042,47,54.209274
48.5,47,54.25027
39.55,47,54.292331
59.65,47,54.335177
61.25,47,54.382997
-272.200548,47,54.428295
4.449311,47,54.467581
-616.301119,47,54.508491
-1028.641278,47,54.553936
78.2,47,54.600584
60.65,47,54.644377
66.5,47,54.686426
64.700283,47,54.733367
-240.217683,47,54.774567
19.65,47,54.815934
12.75,47,54.860503
21.3,47,54.910509
37.05,47,54.955348
24.7,47,54.998432
33.95,47,55.039347
33.2,47,55.088659
-154.311999,47,55.132381
34.5,47,55.171396
15.789287,47,55.211177
15.6,47,55.258249
31.4,47,55.300873
31.141632,47,55.340363
49.789769,47,55.384113
-93.346087,47,55.430798
14.44923,47,55.475516
23.8,47,55.516058
23.645863,47,55.554046
14.1,47,55.601944
41.7,47,55.650283
40.2,47,55.691589
16.3,47,55.734091
-55.895112,47,55.780387
8.55,47,55.822158
-475.524918,47,55.864023
76.85,47,55.91036
28.75,47,55.958708
20.3,47,56.000856
46.0,47,56.043274
10.55,47,56.083023
12.75,47,56.136286
52.55,47,56.178397
16.8,47,56.222194
-116.379379,47,56.262305
-74.941746,47,56.30938
35.314098,47,56.348442
57.95,47,56.396526
63.45,47,56.436473
17.124027,47,56.484084
13.798752,47,56.526153
4.72932,47,56.568579
16.1,47,56.608446
37.672278,47,56.660306
-19.337606,47,56.70339
16.344772,47,56.745958
19.2,47,56.787205
22.25,47,56.833208
23.1,47,56.873084
14.919922,47,56.919395
18.24979,47,56.95994
17.322383,47,57.009421
19.8,47,57.05441
5.45,47,57.092945
19.463084,47,57.133151
21.902426,47,57.187715
42.75,47,57.232232
28.05,47,57.277983
53.35,47,57.320552
86.25,47,57.369632
60.7,47,57.41016
115.45,47,57.458217
38.009809,47,57.498247
38.85,47,57.546045
43.1,47,57.589401
40.9,47,57.630307
38.45,47,57.670232
40.4,47,57.720594
10.593594,47,57.763085
49.4,47,57.807658
36.707552,47,57.84715
48.445127,47,57.895091
55.05,47,57.936189
22.75,47,57.983364
53.5,47,58.023321
53.5,47,58.071372
46.5,47,58.110751
53.4,47,58.153374
65.0,47,58.191495
78.15,47,58.241668
81.45,47,58.285308
71.55,47,58.33043
59.05,47,58.372179
69.85,47,58.421469
-1753.647938,47,58.467196
59.589995,47,58.510371
75.3,47,58.552956
35.4,47,58.601961
21.92924,47,58.643954
33.05,47,58.685672
20.3,47,58.729751
33.3,47,58.779284
19.55,47,58.824435
30.85,47,58.865987
8.605448,47,58.906301
12.75,47,58.95296
14.7,47,59.002982
13.2,47,59.046724
13.65,47,59.08927
-39.585477,47,59.138227
28.95,47,59.178248
6.49716,47,59.219454
7.340524,47,59.26681
23.3,47,59.314986
11.1,47,59.360381
-276.461096,47,59.401928
-71.944533,47,59.441236
37.3,47,59.49333
13.65,47,59.535358
12.1,47,59.57936
28.7,47,59.619678
18.95,47,59.670695
25.05,47,59.710599
41.85,47,59.75722
25.1,47,59.795961
35.6,47,59.845962
44.35,47,59.889388
49.3,47,59.930784
63.840001,47,59.968398
-250.011593,47,60.02228
31.6,47,60.06622
-477.67388,47,60.109494
-1367.568533,47,60.148451
71.5,47,60.192016
57.95,47,60.234193
55.7,47,60.279292
63.3,47,60.318234
-170.613409,47,60.364545
13.9,47,60.409274
-86.225641,47,60.450682
21.3,47,60.489463
17.863782,47,60.540305
22.75,47,60.584074
40.75,47,60.62738
27.65,47,60.670327
-41.996343,47,60.717757
55.6,47,60.758552
12.5,47,60.806385
4.55,47,60.846182
-23.025443,47,60.891858
15.841632,47,60.935577
36.8,47,60.98011
13.65,47,61.021699
51.8,47,61.073003
8.0,47,61.117279
34.5,47,61.161585
-231.26335,47,61.199909
33.95,47,61.246531
39.25,47,61.289008
19.95,47,61.335133
11.85,47,61.375058
-0.976325,47,61.421777
-197.510343,47,61.463995
62.6,47,61.506083
31.65,47,61.549649
33.25,47,61.601487
31.7,47,61.645969
6.1,47,61.691386
-39.966056,47,61.732412
58.8,47,61.778327
-2.045791,47,61.821121
-436.089064,47,61.863574
-92.128138,47,61.902971
43.4,47,61.953349
57.1,47,61.994066
61.5,47,62.035027
-8.900179,47,62.079369
13.348752,47,62.129524
4.72932,47,62.172343
15.65,47,62.217209
12.072278,47,62.258677
36.7,47,62.30539
14.794772,47,62.349278
18.48094,47,62.39161
19.1,47,62.433098
18.969905,47,62.483228
14.469922,47,62.525263
21.5,47,62.569224
11.522383,47,62.614193
20.65,47,62.664975
21.35,47,62.709472
-35.760003,47,62.751283
32.45,47,62.793939
53.6,47,62.839198
41.15,47,62.886399
51.3,47,62.929432
81.9,47,62.973356
63.05,47,63.021459
87.65,47,63.064001
69.05,47,63.106262
4.444356,47,63.14931
13.587705,47,63.197219
34.55,47,63.239225
52.1,47,63.28033
48.8,47,63.324065
29.1,47,63.369223
40.05,47,63.416351
41.257552,47,63.459671
52.845127,47,63.501234
45.8,47,63.546145
21.544441,47,63.58894
48.4,47,63.630303
62.2,47,63.674058
59.85,47,63.721771
41.9,47,63.764131
64.7,47,63.807294
68.5,47,63.845511
88.8,47,63.898301
88.85,47,63.938768
69.7,47,63.980819
-147.843877,47,64.02001
-2221.318381,47,64.070307
62.839995,47,64.110596
76.15,47,64.151533
45.75,47,64.196028
31.57924,47,64.245397
38.5,47,64.287344
21.95,47,64.330427
32.75,47,64.371727
21.9,47,64.420279
23.7,47,64.461383
26.3,47,64.505581
21.9,47,64.546019
16.15,47,64.591528
20.6,47,64.633293
6.1,47,64.67884
7.430492,47,64.720094
-41.523729,47,64.770219
21.2,47,64.814258
26.25,47,64.855736
16.65,47,64.896076
13.2,47,64.94679
-174.253067,47,64.989449
11.55,47,65.031615
6.336149,47,65.075521
12.3,47,65.122252
-16.714127,47,65.163958
40.25,47,65.211385
32.25,47,65.252208
47.5,47,65.298433
54.1,47,65.341731
55.1,47,65.384285
57.55,47,65.422976
40.485104,47,65.475026
57.95,47,65.518301
89.85,47,65.562935
-603.02587,47,65.603386
0.685437,47,65.651736
-1234.797396,47,65.69221
-711.023245,47,65.739817
82.6,47,65.780302
55.5,47,65.828202
58.05,47,65.871634
72.3,47,65.91567
13.65,47,65.955128
22.8,47,66.008202
-199.414362,47,66.054169
19.9,47,66.096694
20.95,47,66.13499
20.25,47,66.180578
31.7,47,66.229143
32.15,47,66.271672
-21.486922,47,66.314301
47.95,47,66.363334
19.2,47,66.404455
18.15,47,66.44769
-5.125539,47,66.492942
-5.801207,47,66.541766
49.7,47,66.58868
-33.33702,47,66.631383
73.4,47,66.669544
16.05,47,66.718415
27.3,47,66.766812
-92.051255,47,66.809722
44.25,47,66.851304
33.55,47,66.896699
17.85,47,66.939443
-46.869287,47,66.979281
9.7,47,67.026045
-174.243554,47,67.077228
70.05,47,67.12036
41.35,47,67.164008
9.214055,47,67.201688
17.4,47,67.247739
-66.113387,47,67.29304
-15.525597,47,67.33827
66.5,47,67.381517
14.8,47,67.43149
-155.682016,47,67.471828
2.677395,47,67.513338
48.5,47,67.561381
80.45,47,67.608814
76.65,47,67.654114
-61.145587,47,67.691829
-154.236056,47,67.729374
-1.301439,47,67.781844
11.4,47,67.825011
32.45,47,67.866807
-24.240879,47,67.905527
22.594772,47,67.954138
15.88094,47,67.999209
18.0,47,68.04316
14.15,47,68.086024
13.119922,47,68.134667
21.3,47,68.176322
17.922383,47,68.21632
19.95,47,68.255563
12.8,47,68.310887
17.05,47,68.354168
1.337356,47,68.399422
43.25,47,68.44145
32.15,47,68.489182
56.95,47,68.529217
63.4,47,68.577693
65.55,47,68.618953
107.15,47,68.669286
63.5,47,68.710569
-4.649059,47,68.754
32.125881,47,68.798579
34.1,47,68.851266
49.65,47,68.895552
49.95,47,68.941181
39.5,47,68.983944
50.2,47,69.034045
54.507552,47,69.079529
64.2,47,69.123298
53.2,47,69.167268
7.1,47,69.213993
32.6,47,69.255059
59.7,47,69.297338
62.5,47,69.34304
30.25,47,69.389284
66.2,47,69.435377
82.5,47,69.478323
81.85,47,69.517461
84.75,47,69.565324
80.65,47,69.611309
59.119795,47,69.664973
-1179.506237,47,69.715216
54.739995,47,69.771695
75.05,47,69.820273
38.85,47,69.86845
24.27924,47,69.91133
31.1,47,69.960399
28.85,47,70.004215
42.55,47,70.048153
25.35,47,70.089281
20.45,47,70.142227
21.9,47,70.186285
29.9,47,70.231662
13.85,47,70.273021
17.05,47,70.322419
12.45,47,70.364473
-90.617882,47,70.413221
33.05,47,70.456234
22.0,47,70.508233
21.028812,47,70.552312
-13.085927,47,70.595085
9.55,47,70.63619
11.2,47,70.690271
12.75,47,70.734019
43.85,47,70.780579
13.65,47,70.823118
-100.629116,47,70.86987
48.7,47,70.918411
23.9,47,70.9631
54.6,47,71.004752
38.55,47,71.05654
44.45,47,71.098173
-11.888892,47,71.13898
29.7,47,71.184236
41.55,47,71.230323
76.65,47,71.277246
-273.99063,47,71.321661
25.55,47,71.363311
-619.227351,47,71.409733
-644.152159,47,71.460678
75.05,47,71.504323
48.25,47,71.548271
44.55,47,71.598412
67.4,47,71.639698
12.75,47,71.687509
21.95,47,71.733187
-8.004488,47,71.78404
6.892144,47,71.829434
22.3,47,71.873214
18.35,47,71.914184
28.647113,47,71.968682
38.05,47,72.016729
11.4,47,72.061939
47.5,47,72.10431
13.2,47,72.153043
9.85,47,72.194407
25.85,47,72.243406
22.2,47,72.285303
36.15,47,72.3382
13.65,47,72.383531
41.35,47,72.425562
19.95,47,72.470338
32.1,47,72.520326
11.85,47,72.566087
48.65,47,72.610239
27.45,47,72.651272
-4.93563,47,72.700788
11.1,47,72.751516
10.97532,47,72.797367
-144.836796,47,72.840357
68.05,47,72.889246
26.55,47,72.931766
19.8,47,72.974081
35.25,47,73.021392
11.4,47,73.072301
11.2,47,73.115317
48.8,47,73.159255
18.15,47,73.198316
-61.207643,47,73.252339
-23.553368,47,73.292944
35.8,47,73.340531
57.75,47,73.382998
78.8,47,73.431625
17.524027,47,73.471951
13.798752,47,73.516435
-58.504208,47,73.558717
11.601061,47,73.607551
16.172278,47,73.648196
44.6,47,73.689371
13.394772,47,73.72868
9.2,47,73.784122
23.8,47,73.828231
11.85,47,73.870738
14.8,47,73.910907
13.6,47,73.956379
8.872383,47,73.999456
25.3,47,74.045092
22.8,47,74.086453
23.013084,47,74.136348
20.4,47,74.180842
42.4,47,74.222975
31.7,47,74.26395
56.2,47,74.314264
68.45,47,74.358322
53.3,47,74.399415
126.65,47,74.441421
59.3,47,74.489314
23.66955,47,74.53163
35.1,47,74.580647
9.102324,47,74.621358
49.943545,47,74.671481
51.75,47,74.714504
34.75,47,74.755385
34.1,47,74.797801
3.28777,47,74.848629
43.9,47,74.889463
56.6,47,74.934016
16.85,47,74.971018
27.31226,47,75.020241
55.5,47,75.071899
56.65,47,75.111981
38.05,47,75.152404
70.0,47,75.199739
93.1,47,75.243957
126.1,47,75.285157
76.95,47,75.328285
65.6,47,75.377981
60.25,47,75.420723
-2120.149672,47,75.464408
58.139995,47,75.507468
85.15,47,75.554372
36.65,47,75.60103
26.02924,47,75.644449
38.2,47,75.6885
32.25,47,75.736368
36.35,47,75.780833
25.8,47,75.821617
28.6,47,75.866767
26.5,47,75.91643
20.35,47,75.961387
-36.738269,47,76.003351
24.35,47,76.041003
-2.91771,47,76.096468
17.330492,47,76.139256
39.55,47,76.184272
12.45,47,76.225207
28.25,47,76.274085
11.9,47,76.315386
17.25,47,76.361388
-61.666839,47,76.401891
10.75,47,76.451944
39.25,47,76.493298
-58.448641,47,76.534993
11.4,47,76.578488
44.15,47,76.627284
28.75,47,76.671625
54.6,47,76.711478
53.7,47,76.754498
42.9,47,76.801291
35.9,47,76.846723
49.65,47,76.891661
53.65,47,76.934328
67.7,47,76.980743
-250.911593,47,77.025127
30.5,47,77.06742
-1735.123769,47,77.105831
-1032.773918,47,77.156689
74.326684,47,77.198421
41.4,47,77.243053
60.4,47,77.283044
70.65,47,77.331342
12.75,47,77.373038
14.3,47,77.421619
12.75,47,77.461685
20.15,47,77.509485
20.8,47,77.555136
11.1,47,77.598403
36.1,47,77.64038
16.880737,47,77.690747
14.1,47,77.736217
52.85,47,77.779773
17.95,47,77.818363
-114.567802,47,77.86421
19.05,47,77.904443
46.45,47,77.951597
19.507597,47,77.996505
-110.769605,47,78.043957
49.05,47,78.086339
16.45,47,78.12745
27.0,47,78.171545
-97.561633,47,78.220876
7.3437,47,78.263634
34.95,47,78.307228
10.5,47,78.345035
12.3,47,78.392948
17.75,47,78.439609
-408.732808,47,78.484075
64.086389,47,78.524307
40.2,47,78.574392
22.25,47,78.616689
30.5,47,78.65753
15.9,47,78.704128
-131.743383,47,78.752001
61.9,47,78.796716
13.25,47,78.838781
-162.28341,47,78.881728
6.227395,47,78.930346
41.903441,47,78.979502
56.25,47,79.023103
62.414577,47,79.065277
21.124027,47,79.11447
12.498752,47,79.154092
10.92932,47,79.196701
26.7,47,79.243089
33.272278,47,79.290332
33.8,47,79.335173
15.944772,47,79.375108
21.45,47,79.413992
23.1,47,79.469202
14.4,47,79.513128
-14.496939,47,79.560701
22.65,47,79.601775
15.272383,47,79.648388
22.05,47,79.688747
-48.182919,47,79.735084
19.3,47,79.775208
19.5,47,79.820883
51.55,47,79.862988
36.4,47,79.905506
55.262086,47,79.945131
83.301922,47,80.001292
59.85,47,80.043046
108.15,47,80.088181
69.45,47,80.130403
-40.192875,47,80.179295
31.975881,47,80.218887
49.25,47,80.265377
40.55,47,80.306136
32.5,47,80.351586
39.0,47,80.395049
38.85,47,80.438598
44.557552,47,80.478799
47.095127,47,80.527357
43.9,47,80.570316
16.25,47,80.615284
44.55,47,80.655341
55.75,47,80.701465
59.05,47,80.743037
41.0,47,80.791278
60.8,47,80.83396
83.1,47,80.885201
81.5,47,80.926257
69.25,47,80.968404
51.55,47,81.014363
-27.381967,47,81.064054
-1989.872187,47,81.10753
46.039995,47,81.151593
66.9,47,81.192051
30.0,47,81.237286
25.02924,47,81.285537
31.45,47,81.328424
4.908189,47,81.369804
37.45,47,81.420647
23.1,47,81.459404
22.85,47,81.501327
20.213786,47,81.547644
22.2,47,81.595367
20.0,47,81.638904
16.0,47,81.682324
7.0,47,81.720965
4.680492,47,81.766141
25.8,47,81.810865
13.8,47,81.8555
18.578812,47,81.89858
24.45,47,81.94873
13.65,47,81.990383
13.0,47,82.031337
13.65,47,82.077343
38.3,47,82.12638
-42.569873,47,82.168486
13.65,47,82.21205
43.65,47,82.249265
30.3,47,82.301755
53.25,47,82.346077
38.8,47,82.388834
34.1,47,82.431002
46.05,47,82.47734
39.75,47,82.517581
45.9,47,82.564324
72.9,47,82.606094
-323.94155,47,82.651717
35.85,47,82.695275
-936.544342,47,82.738508
-935.016447,47,82.776409
85.65,47,82.830948
58.55,47,82.873001
58.9,47,82.91759
72.3,47,82.959572
-66.008349,47,83.0073
20.55,47,83.04842
12.75,47,83.097296
30.45,47,83.139873
23.4,47,83.187343
20.25,47,83.230309
39.05,47,83.272525
21.680737,47,83.31074
14.8,47,83.366396
55.0,47,83.409429
11.45,47,83.451499
9.55,47,83.493392
28.814913,47,83.539263
27.606724,47,83.580832
36.05,47,83.63029
-44.520493,47,83.670355
53.3,47,83.718206
14.05,47,83.760509
32.6,47,83.803985
9.1,47,83.841914
49.4,47,83.896373
30.9,47,83.939278
29.65,47,83.982417
11.65,47,84.026491
16.15,47,84.074044
-347.834219,47,84.116848
52.840224,47,84.160233
22.514558,47,84.201322
34.95,47,84.24931
44.9,47,84.289329
-23.194546,47,84.328864
-20.724967,47,84.37401
43.159306,47,84.422949
12.8,47,84.464605
-272.109061,47,84.507397
7.127395,47,84.546171
50.153441,47,84.591719
92.65,47,84.638312
79.0,47,84.680545
-19.842489,47,84.721481
14.498752,47,84.773435
19.5,47,84.814149
21.75,47,84.854685
-60.705152,47,84.899474
43.25,47,84.948262
22.8,47,84.990411
21.75,47,85.033964
10.0,47,85.076132
-84.042877,47,85.117778
18.569922,47,85.168341
28.2,47,85.21332
9.022383,47,85.255393
26.7,47,85.303199
17.65,47,85.34401
35.05,47,85.38511
24.1,47,85.431605
59.0,47,85.480492
33.55,47,85.522955
56.85,47,85.567371
75.7,47,85.609494
60.8,47,85.657402
121.6,47,85.703361
62.75,47,85.74935
23.10759,47,85.791607
32.825881,47,85.836258
32.25,47,85.879552
43.9,47,85.928407
25.994513,47,85.972328
41.3,47,86.023388
38.9,47,86.066766
47.107552,47,86.110299
49.745127,47,86.151492
53.45,47,86.206188
-18.584685,47,86.249471
39.8,47,86.294296
48.8,47,86.332979
70.95,47,86.381692
37.85,47,86.423066
47.35,47,86.469699
68.15,47,86.510445
72.95,47,86.561607
58.75,47,86.605157
83.7,47,86.647586
49.716703,47,86.686071
-3177.14436,47,86.736169
53.639995,47,86.782464
37.516859,47,86.824085
34.4,47,86.864462
29.62924,47,86.912996
32.6,47,86.957932
20.15,47,87.004248
33.4,47,87.048342
19.55,47,87.096502
43.8,47,87.140381
25.663786,47,87.18086
26.95,47,87.227314
21.0,47,87.277377
12.114754,47,87.320571
14.662401,47,87.365449
-96.53074,47,87.405116
23.8,47,87.452983
14.84716,47,87.499267
23.05,47,87.543048
25.4,47,87.589392
11.1,47,87.636099
13.65,47,87.677277
7.1,47,87.718264
52.05,47,87.765359
-48.42086,47,87.811407
-50.203815,47,87.857434
56.3,47,87.896723
22.8,47,87.935452
47.0,47,87.983115
52.6,47,88.029918
35.85,47,88.073411
40.85,47,88.113408
51.3,47,88.161299
56.75,47,88.20449
75.5,47,88.247297
-250.461593,47,88.293401
27.9,47,88.340439
-817.629508,47,88.383136
-1200.599255,47,88.424099
62.55,47,88.467486
76.4,47,88.518243
79.289793,47,88.561435
68.7,47,88.604438
-32.714996,47,88.646042
18.25,47,88.694358
-4.960425,47,88.738239
24.45,47,88.787327
-0.220387,47,88.829295
13.55,47,88.87728
30.0,47,88.917185
41.25,47,88.959543
9.75,47,89.001477
48.5,47,89.052439
-10.845875,47,89.096097
10.75,47,89.138912
-13.722514,47,89.178255
8.383191,47,89.223993
31.45,47,89.266271
12.1,47,89.310622
37.049326,47,89.349414
-40.947829,47,89.396148
-24.864562,47,89.439364
-55.672681,47,89.479451
43.95,47,89.518182
45.85,47,89.571529
16.0,47,89.61646
1.757442,47,89.661536
